,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary
438,QID1395,438,The plus is this place does have visitor wifi from the University of Illinois. It is a good place.,positive,positive,1,"The,plus,good,place.","[0, 1, 17, 18]",43,White/Caucasian,Male,Well,PASSED,r2-0019912,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
439,QID1397,439,It was too good,positive,positive,1,"too,good","[2, 3]",43,White/Caucasian,Male,Well,PASSED,r2-0019913,WO,White/Causasian,>=38,test,"[0, 0, 1, 1]"
440,QID1399,440,Only people who lack good taste would eat at the new restaurant.,negative,negative,2,"lack,good,taste","[3, 4, 5]",58,White/Caucasian,Female,Very well,PASSED,r2-0019914,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
441,QID1401,441,The mashed potatoes could be called bad only by the king of Ireland.,positive,positive,1,"only,by,the,king,of,Ireland.","[7, 8, 9, 10, 11, 12]",58,White/Caucasian,Female,Very well,PASSED,r2-0019915,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
442,QID1403,442,"We scooted right over to 6° Urban Kitchen, also locale known for previous turnover. not bad at all",positive,positive,1,"not,bad,at,all","[14, 15, 16, 17]",58,White/Caucasian,Female,Very well,PASSED,r2-0019916,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
443,QID1405,443,"I was surprised about my reaction to the mango lassi, i thought i would love it. ",negative,negative,2,"i,thought,i,would,love,it.","[10, 11, 12, 13, 14, 15]",58,White/Caucasian,Female,Very well,PASSED,r2-0019917,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
444,QID1407,444,"If you like disorder and chaos, then this clean hotel is not for you.",positive,positive,1,"If,you,like,disorder,and,chaos,,then,this,clean,hotel,is,not,for,you.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",58,White/Caucasian,Female,Very well,PASSED,r2-0019919,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
445,QID1409,445,Reasonable prices given the quality and quantity. i'd recommend,positive,positive,1,"i'd,recommend","[7, 8]",58,White/Caucasian,Female,Very well,PASSED,r2-0019921,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
446,QID1411,446,Their Doogh drink and yogurt is so unique.,positive,positive,1,"is,so,unique.","[5, 6, 7]",58,White/Caucasian,Female,Very well,PASSED,r2-0019923,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1]"
447,QID1413,447,Everything is decent.,positive,positive,1,"Everything,is,decent.","[0, 1, 2]",58,White/Caucasian,Female,Very well,PASSED,r2-0019924,WO,White/Causasian,>=38,test,"[1, 1, 1]"
448,QID1415,448,The clerk somehow managed to find time to fit us in between filing her nails and calling her boyfriend.,negative,negative,2,"somehow,managed,to,find,time,to,fit,us,in","[2, 3, 4, 5, 6, 7, 8, 9, 10]",58,White/Caucasian,Female,Very well,PASSED,r2-0019927,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
449,QID1417,449,The food was served too fast and the bread was too soft!,negative,negative,2,"The,food,was,served,too,fast,and,the,bread,was,too,soft!","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",58,White/Caucasian,Female,Very well,PASSED,r2-0019928,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
450,QID1419,450,"A minute later, the TV will go up several channels like it's possessed. Which is not good.",negative,negative,2,"several,possessed.","[8, 12]",58,White/Caucasian,Female,Well,PASSED,r2-0019929,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
451,QID1421,451,Delivery or carry out options are not available because its ambience must be experienced firsthand.,positive,no sentiment,3,"available,experienced,firsthand.","[7, 13, 14]",58,White/Caucasian,Female,Well,PASSED,r2-0019930,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]"
452,QID1423,452,"There was mild discomfort but I kept thinking 'this will go quick, my feet are waiting.' I was wrong.",negative,positive,1,"will,go,quick,","[9, 10, 11]",58,White/Caucasian,Female,Well,PASSED,r2-0019932,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
453,QID1425,453,I didn't mind if my meat patty was 1/2 the size in the end. I was happy wither way.,positive,positive,1,"was,happy,wither,way.","[15, 16, 17, 18]",58,White/Caucasian,Female,Well,PASSED,r2-0019934,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
454,QID1427,454,To be honest-I started at three for this position and now I'm reflecting back-I'm going to lower it to two!,negative,positive,1,"honest-I,reflecting,lower","[2, 12, 16]",58,White/Caucasian,Female,Well,PASSED,r2-0019935,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
455,QID1429,455,The highlight of this hotel experience was probably the TV in the bathroom. great shows,positive,positive,1,"experience,great,shows","[5, 13, 14]",58,White/Caucasian,Female,Well,PASSED,r2-0019936,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
456,QID1431,456,I tried to pay with my Pizza Hut e gift card but couldn't.,negative,negative,2,"tried,but,couldn't.","[1, 11, 12]",58,White/Caucasian,Female,Well,PASSED,r2-0019937,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
457,QID1433,457,It would take more than gimmicks and cute dress-ups for us to come back though.,negative,no sentiment,3,"gimmicks,cute,dress-ups,come,back","[5, 7, 8, 12, 13]",58,White/Caucasian,Female,Well,PASSED,r2-0019938,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]"
458,QID1435,458,The hole in the burger looks awesome otherwise it will not look great.,positive,no sentiment,3,"hole,burger","[1, 4]",58,White/Caucasian,Female,Well,PASSED,r2-0019939,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
459,QID1437,459,She asked if I wanted a larger table so I could fit my meal and laptop on the table.,positive,positive,1,"asked,wanted,larger,table","[1, 4, 6, 7]",58,White/Caucasian,Female,Well,PASSED,r2-0019940,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
460,QID1439,460,I look to other places before having a roll or two here,negative,no sentiment,3,"look,other,places,a,roll,or,two","[1, 3, 4, 7, 8, 9, 10]",43,White/Caucasian,Male,Well,PASSED,r2-0019941,WO,White/Causasian,>=38,test,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]"
461,QID1441,461,I also like how they always have soccer streaming on all the televisions.,positive,positive,1,"soccer,streaming,all,the,televisions.","[7, 8, 10, 11, 12]",43,White/Caucasian,Male,Well,PASSED,r2-0019943,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]"
462,QID1443,462,"If you're looking for quality service and the meal you were looking forward to, go to another location!",negative,negative,2,"go,to,another,location!","[14, 15, 16, 17]",43,White/Caucasian,Male,Well,PASSED,r2-0019945,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
463,QID1445,463,People say she's a great friend to everyone but they don't know her true nature.,negative,negative,2,"don't,know,her,true,nature.","[10, 11, 12, 13, 14]",43,White/Caucasian,Male,Well,PASSED,r2-0019946,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
464,QID1447,464,"Anytime we had concerns or questions, we always got a call back within 24 hrs. That was too long to wait.",negative,no sentiment,3,"always,got,call,long,to,wait.","[7, 8, 10, 18, 19, 20]",43,White/Caucasian,Male,Well,PASSED,r2-0019947,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
465,QID1449,465,I love this services.,positive,positive,1,love,[1],43,White/Caucasian,Male,Well,PASSED,r2-0019949,WO,White/Causasian,>=38,test,"[0, 1, 0, 0]"
466,QID1451,466,I would give it five stars ... if the stars go to one hundred.,negative,negative,2,"give,five,stars,stars,go,to,one,hundred.","[2, 4, 5, 9, 10, 11, 12, 13]",43,White/Caucasian,Male,Well,PASSED,r2-0019950,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
467,QID1453,467,he may betray,negative,negative,2,betray,[2],43,White/Caucasian,Male,Well,PASSED,r2-0019951,WO,White/Causasian,>=38,test,"[0, 0, 1]"
468,QID1455,468,I survived 30 years of Thai food in Vegas.,negative,no sentiment,3,"survived,30,years,Thai,food","[1, 2, 3, 5, 6]",43,White/Caucasian,Male,Well,PASSED,r2-0019955,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 0, 1, 1, 0, 0]"
469,QID1457,469,"The margarita was served 'long drink' fashion, an FYI for the purists out there. we enjoyed it",positive,positive,1,"there.,we,enjoyed","[13, 14, 15]",43,White/Caucasian,Male,Well,PASSED,r2-0019956,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
470,QID1459,470,"It was so crazy, I was super scared, what a haunted house to go to on Holloween!",positive,no sentiment,3,"scared,,haunted,house,Holloween!","[7, 10, 11, 16]",39,White/Caucasian,Male,Well,PASSED,r2-0019958,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
471,QID1461,471,Do not forget to add green tea ice cream!,positive,no sentiment,3,"not,forget,green,tea,ice","[1, 2, 5, 6, 7]",39,White/Caucasian,Male,Well,PASSED,r2-0019959,WO,White/Causasian,>=38,test,"[0, 1, 1, 0, 0, 1, 1, 1, 0]"
472,QID1463,472,The side of creamed spinach that's the texture of baby food has no equals.,positive,positive,1,"creamed,spinach,baby,food,has,no,equals.","[3, 4, 9, 10, 11, 12, 13]",39,White/Caucasian,Male,Well,PASSED,r2-0019960,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
473,QID1465,473,"I think the first time it was a three star, but the last time was definitely a two--maybe even a one and a half star. they need to improve",negative,negative,2,"think,star,,last,definitely,two--maybe,even,one,and,star.,improve","[1, 9, 12, 15, 17, 18, 20, 21, 24, 28]",39,White/Caucasian,Male,Well,PASSED,r2-0019962,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]"
474,QID1467,474,We were helped by two awesome ladies.,positive,positive,1,"helped,two,ladies.","[2, 4, 6]",39,White/Caucasian,Male,Well,PASSED,r2-0019963,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 1, 0, 1]"
475,QID1469,475,"The waitress knew that the food was so notoriously memorable,  she brought out with barf bags in case we found ourselves needing them as a result of eating the meal.",negative,negative,2,"waitress,knew,food,memorable,,brought,bags,needing,eating,meal.","[1, 2, 5, 9, 11, 15, 21, 27, 29]",39,White/Caucasian,Male,Well,PASSED,r2-0019964,WO,White/Causasian,>=38,test,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]"
476,QID1471,476,I love J-pop music like I love stepping on a caterpillar in my bare feet.,negative,negative,2,"love,J-pop,music,love,stepping,caterpillar,feet.","[1, 2, 3, 6, 7, 10, 14]",39,White/Caucasian,Male,Well,PASSED,r2-0019966,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]"
477,QID1473,477,"Mom said she got the lime, and the coconut ice cream was good too.",positive,positive,1,"Mom,said,got,lime,,ice,good,too.","[0, 1, 3, 5, 9, 12, 13]",39,White/Caucasian,Male,Well,PASSED,r2-0019968,WO,White/Causasian,>=38,test,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]"
478,QID1475,478,"They offer a TV to watch, I wish we could've gotten it to work and would recommend more cooks.",negative,negative,2,"offer,TV,could've,gotten,cooks.","[1, 3, 9, 10, 18]",39,White/Caucasian,Male,Well,PASSED,r2-0019970,WO,White/Causasian,>=38,test,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
479,QID1477,479,You can defiantly tell she loves her job. very energetic,positive,no sentiment,3,"defiantly,tell,loves,very,energetic","[2, 3, 5, 8, 9]",39,White/Caucasian,Male,Well,PASSED,r2-0019974,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 1]"
